path_uid,from_node,to_node,path_id,rank_by_total,algorithm,path_geometry,grid_cell_sequence,trajectory_sample_count,distance,travel_time,turn_count,turn_cost,risk_cost,dynamic_cost,total_cost,planning_status,start_cell,goal_cell
P8__P2__path_1,P8,P2,path_1,1,vg,"8.72,2.35;8.62,3.02;7.72,3.62;6.43,3.62;6.32,2.93;4.36,2.35",,13,5.792,5.792,4,0.0,0.0,0.0,5.792,ok,,
P8__P3__path_1,P8,P3,path_1,1,vg,"8.72,2.35;8.62,3.02;7.72,3.62;3.83,4.43;3.72,5.25",,15,6.56,6.56,3,0.0,0.0,0.0,6.56,ok,,
P8__P4__path_1,P8,P4,path_1,1,vg,"8.72,2.35;8.62,0.73;6.57,0.58;5.23,0.58;5.05,1.35",,13,5.809,5.809,3,0.0,0.0,0.0,5.809,ok,,
P8__P5__path_1,P8,P5,path_1,1,vg,"8.72,2.35;8.62,3.02;7.72,3.62;5.62,4.10",,9,3.913,3.913,2,0.0,0.0,0.0,3.913,ok,,
P8__P6__path_1,P8,P6,path_1,1,vg,"8.72,2.35;8.62,3.02;8.02,5.52;7.98,5.55",,8,3.298,3.298,2,0.0,0.0,0.0,3.298,ok,,
P8__P7__path_1,P8,P7,path_1,1,vg,"8.72,2.35;8.62,0.73;7.53,0.73;7.38,1.00",,8,3.022,3.022,2,0.0,0.0,0.0,3.022,ok,,
P8__P9__path_1,P8,P9,path_1,1,vg,"8.72,2.35;8.62,3.02;7.72,3.62;6.33,4.33;6.20,5.05",,10,4.052,4.052,3,0.0,0.0,0.0,4.052,ok,,
P8__SORT1__path_1,P8,SORT1,path_1,1,vg,"8.72,2.35;9.72,2.16",,4,1.018,1.018,0,0.0,0.0,0.0,1.018,ok,,
P8__SORT2__path_1,P8,SORT2,path_1,1,vg,"8.72,2.35;10.36,4.05",,6,2.362,2.362,0,0.0,0.0,0.0,2.362,ok,,
P8__OUT1__path_1,P8,OUT1,path_1,1,vg,"8.72,2.35;12.00,2.00",,8,3.299,3.299,0,0.0,0.0,0.0,3.299,ok,,
P8__OUT2__path_1,P8,OUT2,path_1,1,vg,"8.72,2.35;12.00,4.00",,9,3.672,3.672,0,0.0,0.0,0.0,3.672,ok,,
P8__CHG1__path_1,P8,CHG1,path_1,1,vg,"8.72,2.35;8.62,0.73;1.00,0.00",,20,9.278,9.278,1,0.0,0.0,0.0,9.278,ok,,
P8__CHG2__path_1,P8,CHG2,path_1,1,vg,"8.72,2.35;9.00,0.00",,6,2.367,2.367,0,0.0,0.0,0.0,2.367,ok,,
P9__IN1__path_1,P9,IN1,path_1,1,vg,"6.20,5.05;5.32,4.43;0.00,1.00",,16,7.406,7.406,1,0.0,0.0,0.0,7.406,ok,,
P9__IN2__path_1,P9,IN2,path_1,1,vg,"6.20,5.05;5.32,4.43;3.83,4.43;0.00,5.00",,14,6.439,6.439,2,0.0,0.0,0.0,6.439,ok,,
P9__P1__path_1,P9,P1,path_1,1,vg,"6.20,5.05;3.23,2.92;3.12,0.95",,13,5.628,5.628,1,0.0,0.0,0.0,5.628,ok,,
P9__P2__path_1,P9,P2,path_1,1,vg,"6.20,5.05;5.03,3.82;4.36,2.35",,8,3.313,3.313,1,0.0,0.0,0.0,3.313,ok,,
P9__P3__path_1,P9,P3,path_1,1,vg,"6.20,5.05;5.32,4.43;3.83,4.43;3.72,5.25",,8,3.394,3.394,2,0.0,0.0,0.0,3.394,ok,,
P9__P4__path_1,P9,P4,path_1,1,vg,"6.20,5.05;5.03,3.82;5.03,2.93;5.05,1.35",,10,4.168,4.168,2,0.0,0.0,0.0,4.168,ok,,
P9__P5__path_1,P9,P5,path_1,1,vg,"6.20,5.05;5.62,4.10",,4,1.113,1.113,0,0.0,0.0,0.0,1.113,ok,,
P9__P6__path_1,P9,P6,path_1,1,vg,"6.20,5.05;6.33,5.52;7.98,5.55",,6,2.138,2.138,1,0.0,0.0,0.0,2.138,ok,,
P9__P7__path_1,P9,P7,path_1,1,vg,"6.20,5.05;6.43,2.83;6.57,2.57;7.38,1.00",,10,4.294,4.294,2,0.0,0.0,0.0,4.294,ok,,
P9__P8__path_1,P9,P8,path_1,1,vg,"6.20,5.05;6.33,4.33;7.72,3.62;8.62,3.02;8.72,2.35",,10,4.052,4.052,3,0.0,0.0,0.0,4.052,ok,,
P9__SORT1__path_1,P9,SORT1,path_1,1,vg,"6.20,5.05;6.33,4.33;7.72,3.62;8.62,3.02;9.72,2.16",,11,4.77,4.77,3,0.0,0.0,0.0,4.77,ok,,
P9__SORT2__path_1,P9,SORT2,path_1,1,vg,"6.20,5.05;6.33,4.33;10.36,4.05",,11,4.771,4.771,1,0.0,0.0,0.0,4.771,ok,,
P9__OUT1__path_1,P9,OUT1,path_1,1,vg,"6.20,5.05;6.33,4.33;12.00,2.00",,15,6.862,6.862,1,0.0,0.0,0.0,6.862,ok,,
P9__OUT2__path_1,P9,OUT2,path_1,1,vg,"6.20,5.05;6.33,4.33;12.00,4.00",,14,6.411,6.411,1,0.0,0.0,0.0,6.411,ok,,
P9__CHG1__path_1,P9,CHG1,path_1,1,vg,"6.20,5.05;3.23,2.92;1.00,0.00",,16,7.329,7.329,1,0.0,0.0,0.0,7.329,ok,,
P9__CHG2__path_1,P9,CHG2,path_1,1,vg,"6.20,5.05;6.43,2.83;6.57,2.57;7.53,0.73;9.00,0.00",,14,6.244,6.244,3,0.0,0.0,0.0,6.244,ok,,
SORT1__IN1__path_1,SORT1,IN1,path_1,1,vg,"9.72,2.16;8.62,0.73;6.57,0.58;4.32,0.53;3.23,0.53;0.00,1.00",,22,10.464,10.464,4,0.0,0.0,0.0,10.464,ok,,
SORT1__IN2__path_1,SORT1,IN2,path_1,1,vg,"9.72,2.16;8.62,3.02;7.72,3.62;0.00,5.00",,22,10.32,10.32,2,0.0,0.0,0.0,10.32,ok,,
SORT1__P1__path_1,SORT1,P1,path_1,1,vg,"9.72,2.16;8.62,0.73;6.57,0.58;4.32,0.53;3.23,0.53;3.12,0.95",,17,7.634,7.634,4,0.0,0.0,0.0,7.634,ok,,
SORT1__P2__path_1,SORT1,P2,path_1,1,vg,"9.72,2.16;8.62,3.02;7.72,3.62;6.43,3.62;6.32,2.93;4.36,2.35",,15,6.511,6.511,4,0.0,0.0,0.0,6.511,ok,,
SORT1__P3__path_1,SORT1,P3,path_1,1,vg,"9.72,2.16;8.62,3.02;7.72,3.62;3.83,4.43;3.72,5.25",,16,7.279,7.279,3,0.0,0.0,0.0,7.279,ok,,
SORT1__P4__path_1,SORT1,P4,path_1,1,vg,"9.72,2.16;8.62,0.73;6.57,0.58;5.23,0.58;5.05,1.35",,13,5.99,5.99,3,0.0,0.0,0.0,5.99,ok,,
SORT1__P5__path_1,SORT1,P5,path_1,1,vg,"9.72,2.16;8.62,3.02;7.72,3.62;5.62,4.10",,11,4.632,4.632,2,0.0,0.0,0.0,4.632,ok,,
SORT1__P6__path_1,SORT1,P6,path_1,1,vg,"9.72,2.16;8.02,5.52;7.98,5.55",,9,3.816,3.816,1,0.0,0.0,0.0,3.816,ok,,
SORT1__P7__path_1,SORT1,P7,path_1,1,vg,"9.72,2.16;8.62,0.73;7.53,0.73;7.38,1.00",,8,3.203,3.203,2,0.0,0.0,0.0,3.203,ok,,
SORT1__P8__path_1,SORT1,P8,path_1,1,vg,"9.72,2.16;8.72,2.35",,4,1.018,1.018,0,0.0,0.0,0.0,1.018,ok,,
SORT1__P9__path_1,SORT1,P9,path_1,1,vg,"9.72,2.16;8.62,3.02;7.72,3.62;6.33,4.33;6.20,5.05",,11,4.77,4.77,3,0.0,0.0,0.0,4.77,ok,,
SORT1__SORT2__path_1,SORT1,SORT2,path_1,1,vg,"9.72,2.16;10.36,4.05",,5,1.995,1.995,0,0.0,0.0,0.0,1.995,ok,,
SORT1__OUT1__path_1,SORT1,OUT1,path_1,1,vg,"9.72,2.16;12.00,2.00",,6,2.286,2.286,0,0.0,0.0,0.0,2.286,ok,,
SORT1__OUT2__path_1,SORT1,OUT2,path_1,1,vg,"9.72,2.16;12.00,4.00",,7,2.93,2.93,0,0.0,0.0,0.0,2.93,ok,,
SORT1__CHG1__path_1,SORT1,CHG1,path_1,1,vg,"9.72,2.16;8.62,0.73;1.00,0.00",,20,9.459,9.459,1,0.0,0.0,0.0,9.459,ok,,
SORT1__CHG2__path_1,SORT1,CHG2,path_1,1,vg,"9.72,2.16;9.00,0.00",,6,2.277,2.277,0,0.0,0.0,0.0,2.277,ok,,
SORT2__IN1__path_1,SORT2,IN1,path_1,1,vg,"10.36,4.05;5.03,3.82;3.23,2.92;0.00,1.00",,24,11.105,11.105,2,0.0,0.0,0.0,11.105,ok,,
SORT2__IN2__path_1,SORT2,IN2,path_1,1,vg,"10.36,4.05;3.83,4.43;0.00,5.00",,22,10.413,10.413,1,0.0,0.0,0.0,10.413,ok,,
SORT2__P1__path_1,SORT2,P1,path_1,1,vg,"10.36,4.05;5.03,3.82;3.23,2.92;3.12,0.95",,20,9.32,9.32,2,0.0,0.0,0.0,9.32,ok,,
SORT2__P2__path_1,SORT2,P2,path_1,1,vg,"10.36,4.05;6.43,3.62;6.32,2.93;4.36,2.35",,15,6.696,6.696,2,0.0,0.0,0.0,6.696,ok,,
SORT2__P3__path_1,SORT2,P3,path_1,1,vg,"10.36,4.05;3.83,4.43;3.72,5.25",,16,7.368,7.368,1,0.0,0.0,0.0,7.368,ok,,
SORT2__P4__path_1,SORT2,P4,path_1,1,vg,"10.36,4.05;6.43,3.62;6.32,2.93;5.23,2.57;5.05,1.35",,16,7.033,7.033,3,0.0,0.0,0.0,7.033,ok,,
SORT2__P5__path_1,SORT2,P5,path_1,1,vg,"10.36,4.05;5.62,4.10",,11,4.74,4.74,0,0.0,0.0,0.0,4.74,ok,,
SORT2__P6__path_1,SORT2,P6,path_1,1,vg,"10.36,4.05;7.98,5.55",,7,2.813,2.813,0,0.0,0.0,0.0,2.813,ok,,
SORT2__P7__path_1,SORT2,P7,path_1,1,vg,"10.36,4.05;8.62,0.73;7.53,0.73;7.38,1.00",,12,5.147,5.147,2,0.0,0.0,0.0,5.147,ok,,
SORT2__P8__path_1,SORT2,P8,path_1,1,vg,"10.36,4.05;8.72,2.35",,6,2.362,2.362,0,0.0,0.0,0.0,2.362,ok,,
SORT2__P9__path_1,SORT2,P9,path_1,1,vg,"10.36,4.05;6.33,4.33;6.20,5.05",,11,4.771,4.771,1,0.0,0.0,0.0,4.771,ok,,
SORT2__SORT1__path_1,SORT2,SORT1,path_1,1,vg,"10.36,4.05;9.72,2.16",,5,1.995,1.995,0,0.0,0.0,0.0,1.995,ok,,
SORT2__OUT1__path_1,SORT2,OUT1,path_1,1,vg,"10.36,4.05;12.00,2.00",,7,2.625,2.625,0,0.0,0.0,0.0,2.625,ok,,
SORT2__OUT2__path_1,SORT2,OUT2,path_1,1,vg,"10.36,4.05;12.00,4.00",,5,1.641,1.641,0,0.0,0.0,0.0,1.641,ok,,
SORT2__CHG1__path_1,SORT2,CHG1,path_1,1,vg,"10.36,4.05;5.03,3.82;3.23,2.92;1.00,0.00",,24,11.022,11.022,2,0.0,0.0,0.0,11.022,ok,,
SORT2__CHG2__path_1,SORT2,CHG2,path_1,1,vg,"10.36,4.05;9.00,0.00",,10,4.272,4.272,0,0.0,0.0,0.0,4.272,ok,,
OUT1__IN1__path_1,OUT1,IN1,path_1,1,vg,"12.00,2.00;8.62,0.73;6.57,0.58;4.32,0.53;3.23,0.53;0.00,1.00",,26,12.271,12.271,4,0.0,0.0,0.0,12.271,ok,,
OUT1__IN2__path_1,OUT1,IN2,path_1,1,vg,"12.00,2.00;7.72,3.62;0.00,5.00",,26,12.419,12.419,1,0.0,0.0,0.0,12.419,ok,,
OUT1__P1__path_1,OUT1,P1,path_1,1,vg,"12.00,2.00;8.62,0.73;6.57,0.58;4.32,0.53;3.23,0.53;3.12,0.95",,20,9.441,9.441,4,0.0,0.0,0.0,9.441,ok,,
OUT1__P2__path_1,OUT1,P2,path_1,1,vg,"12.00,2.00;7.72,3.62;6.43,3.62;6.32,2.93;4.36,2.35",,19,8.609,8.609,3,0.0,0.0,0.0,8.609,ok,,
OUT1__P3__path_1,OUT1,P3,path_1,1,vg,"12.00,2.00;7.72,3.62;3.83,4.43;3.72,5.25",,20,9.377,9.377,2,0.0,0.0,0.0,9.377,ok,,
OUT1__P4__path_1,OUT1,P4,path_1,1,vg,"12.00,2.00;8.62,0.73;6.57,0.58;5.23,0.58;5.05,1.35",,17,7.797,7.797,3,0.0,0.0,0.0,7.797,ok,,
OUT1__P5__path_1,OUT1,P5,path_1,1,vg,"12.00,2.00;7.72,3.62;5.62,4.10",,15,6.73,6.73,1,0.0,0.0,0.0,6.73,ok,,
OUT1__P6__path_1,OUT1,P6,path_1,1,vg,"12.00,2.00;8.02,5.52;7.98,5.55",,12,5.363,5.363,1,0.0,0.0,0.0,5.363,ok,,
OUT1__P7__path_1,OUT1,P7,path_1,1,vg,"12.00,2.00;8.62,0.73;7.53,0.73;7.38,1.00",,12,5.01,5.01,2,0.0,0.0,0.0,5.01,ok,,
OUT1__P8__path_1,OUT1,P8,path_1,1,vg,"12.00,2.00;8.72,2.35",,8,3.299,3.299,0,0.0,0.0,0.0,3.299,ok,,
OUT1__P9__path_1,OUT1,P9,path_1,1,vg,"12.00,2.00;6.33,4.33;6.20,5.05",,15,6.862,6.862,1,0.0,0.0,0.0,6.862,ok,,
OUT1__SORT1__path_1,OUT1,SORT1,path_1,1,vg,"12.00,2.00;9.72,2.16",,6,2.286,2.286,0,0.0,0.0,0.0,2.286,ok,,
OUT1__SORT2__path_1,OUT1,SORT2,path_1,1,vg,"12.00,2.00;10.36,4.05",,7,2.625,2.625,0,0.0,0.0,0.0,2.625,ok,,
OUT1__OUT2__path_1,OUT1,OUT2,path_1,1,vg,"12.00,2.00;12.00,4.00",,5,2.0,2.0,0,0.0,0.0,0.0,2.0,ok,,
OUT1__CHG1__path_1,OUT1,CHG1,path_1,1,vg,"12.00,2.00;8.62,0.73;1.00,0.00",,24,11.266,11.266,1,0.0,0.0,0.0,11.266,ok,,
OUT1__CHG2__path_1,OUT1,CHG2,path_1,1,vg,"12.00,2.00;9.00,0.00",,9,3.606,3.606,0,0.0,0.0,0.0,3.606,ok,,
OUT2__IN1__path_1,OUT2,IN1,path_1,1,vg,"12.00,4.00;5.03,3.82;3.23,2.92;0.00,1.00",,27,12.742,12.742,2,0.0,0.0,0.0,12.742,ok,,
OUT2__IN2__path_1,OUT2,IN2,path_1,1,vg,"12.00,4.00;3.83,4.43;0.00,5.00",,26,12.053,12.053,1,0.0,0.0,0.0,12.053,ok,,
OUT2__P1__path_1,OUT2,P1,path_1,1,vg,"12.00,4.00;8.62,0.73;6.57,0.58;4.32,0.53;3.23,0.53;3.12,0.95",,23,10.533,10.533,4,0.0,0.0,0.0,10.533,ok,,
OUT2__P2__path_1,OUT2,P2,path_1,1,vg,"12.00,4.00;6.43,3.62;6.32,2.93;4.36,2.35",,18,8.326,8.326,2,0.0,0.0,0.0,8.326,ok,,
OUT2__P3__path_1,OUT2,P3,path_1,1,vg,"12.00,4.00;3.83,4.43;3.72,5.25",,20,9.009,9.009,1,0.0,0.0,0.0,9.009,ok,,
OUT2__P4__path_1,OUT2,P4,path_1,1,vg,"12.00,4.00;6.43,3.62;6.32,2.93;5.23,2.57;5.05,1.35",,19,8.663,8.663,3,0.0,0.0,0.0,8.663,ok,,
OUT2__P5__path_1,OUT2,P5,path_1,1,vg,"12.00,4.00;5.62,4.10",,14,6.381,6.381,0,0.0,0.0,0.0,6.381,ok,,
OUT2__P6__path_1,OUT2,P6,path_1,1,vg,"12.00,4.00;7.98,5.55",,10,4.308,4.308,0,0.0,0.0,0.0,4.308,ok,,
OUT2__P7__path_1,OUT2,P7,path_1,1,vg,"12.00,4.00;8.62,0.73;7.53,0.73;7.38,1.00",,14,6.102,6.102,2,0.0,0.0,0.0,6.102,ok,,
OUT2__P8__path_1,OUT2,P8,path_1,1,vg,"12.00,4.00;8.72,2.35",,9,3.672,3.672,0,0.0,0.0,0.0,3.672,ok,,
OUT2__P9__path_1,OUT2,P9,path_1,1,vg,"12.00,4.00;6.33,4.33;6.20,5.05",,14,6.411,6.411,1,0.0,0.0,0.0,6.411,ok,,
OUT2__SORT1__path_1,OUT2,SORT1,path_1,1,vg,"12.00,4.00;9.72,2.16",,7,2.93,2.93,0,0.0,0.0,0.0,2.93,ok,,
OUT2__SORT2__path_1,OUT2,SORT2,path_1,1,vg,"12.00,4.00;10.36,4.05",,5,1.641,1.641,0,0.0,0.0,0.0,1.641,ok,,
OUT2__OUT1__path_1,OUT2,OUT1,path_1,1,vg,"12.00,4.00;12.00,2.00",,5,2.0,2.0,0,0.0,0.0,0.0,2.0,ok,,
OUT2__CHG1__path_1,OUT2,CHG1,path_1,1,vg,"12.00,4.00;8.62,0.73;1.00,0.00",,26,12.358,12.358,1,0.0,0.0,0.0,12.358,ok,,
OUT2__CHG2__path_1,OUT2,CHG2,path_1,1,vg,"12.00,4.00;9.00,0.00",,11,5.0,5.0,0,0.0,0.0,0.0,5.0,ok,,
CHG1__IN1__path_1,CHG1,IN1,path_1,1,vg,"1.00,0.00;0.00,1.00",,4,1.414,1.414,0,0.0,0.0,0.0,1.414,ok,,
CHG1__IN2__path_1,CHG1,IN2,path_1,1,vg,"1.00,0.00;0.00,5.00",,12,5.099,5.099,0,0.0,0.0,0.0,5.099,ok,,
CHG1__P1__path_1,CHG1,P1,path_1,1,vg,"1.00,0.00;3.12,0.95",,6,2.323,2.323,0,0.0,0.0,0.0,2.323,ok,,
CHG1__P2__path_1,CHG1,P2,path_1,1,vg,"1.00,0.00;4.32,0.53;4.36,2.35",,12,5.182,5.182,1,0.0,0.0,0.0,5.182,ok,,
CHG1__P3__path_1,CHG1,P3,path_1,1,vg,"1.00,0.00;3.72,5.25",,13,5.913,5.913,0,0.0,0.0,0.0,5.913,ok,,
CHG1__P4__path_1,CHG1,P4,path_1,1,vg,"1.00,0.00;4.32,0.53;5.05,1.35",,10,4.46,4.46,1,0.0,0.0,0.0,4.46,ok,,
CHG1__P5__path_1,CHG1,P5,path_1,1,vg,"1.00,0.00;3.23,2.92;5.03,3.82;5.62,4.10",,14,6.34,6.34,2,0.0,0.0,0.0,6.34,ok,,
CHG1__P6__path_1,CHG1,P6,path_1,1,vg,"1.00,0.00;3.23,2.92;5.32,4.43;6.33,5.52;7.98,5.55",,20,9.389,9.389,3,0.0,0.0,0.0,9.389,ok,,
CHG1__P7__path_1,CHG1,P7,path_1,1,vg,"1.00,0.00;6.57,0.58;7.38,1.00",,15,6.513,6.513,1,0.0,0.0,0.0,6.513,ok,,
CHG1__P8__path_1,CHG1,P8,path_1,1,vg,"1.00,0.00;8.62,0.73;8.72,2.35",,20,9.278,9.278,1,0.0,0.0,0.0,9.278,ok,,
CHG1__P9__path_1,CHG1,P9,path_1,1,vg,"1.00,0.00;3.23,2.92;6.20,5.05",,16,7.329,7.329,1,0.0,0.0,0.0,7.329,ok,,
CHG1__SORT1__path_1,CHG1,SORT1,path_1,1,vg,"1.00,0.00;8.62,0.73;9.72,2.16",,20,9.459,9.459,1,0.0,0.0,0.0,9.459,ok,,
CHG1__SORT2__path_1,CHG1,SORT2,path_1,1,vg,"1.00,0.00;3.23,2.92;5.03,3.82;10.36,4.05",,24,11.022,11.022,2,0.0,0.0,0.0,11.022,ok,,
CHG1__OUT1__path_1,CHG1,OUT1,path_1,1,vg,"1.00,0.00;8.62,0.73;12.00,2.00",,24,11.266,11.266,1,0.0,0.0,0.0,11.266,ok,,
CHG1__OUT2__path_1,CHG1,OUT2,path_1,1,vg,"1.00,0.00;8.62,0.73;12.00,4.00",,26,12.358,12.358,1,0.0,0.0,0.0,12.358,ok,,
CHG1__CHG2__path_1,CHG1,CHG2,path_1,1,vg,"1.00,0.00;9.00,0.00",,17,8.0,8.0,0,0.0,0.0,0.0,8.0,ok,,
CHG2__IN1__path_1,CHG2,IN1,path_1,1,vg,"9.00,0.00;3.23,0.53;0.00,1.00",,20,9.058,9.058,1,0.0,0.0,0.0,9.058,ok,,
CHG2__IN2__path_1,CHG2,IN2,path_1,1,vg,"9.00,0.00;7.53,0.73;6.57,2.57;5.03,2.93;0.00,5.00",,23,10.737,10.737,3,0.0,0.0,0.0,10.737,ok,,
CHG2__P1__path_1,CHG2,P1,path_1,1,vg,"9.00,0.00;3.23,0.53;3.12,0.95",,14,6.228,6.228,1,0.0,0.0,0.0,6.228,ok,,
CHG2__P2__path_1,CHG2,P2,path_1,1,vg,"9.00,0.00;5.23,0.58;4.36,2.35",,13,5.787,5.787,1,0.0,0.0,0.0,5.787,ok,,
CHG2__P3__path_1,CHG2,P3,path_1,1,vg,"9.00,0.00;7.53,0.73;6.57,2.57;5.03,2.93;3.83,4.43;3.72,5.25",,18,8.046,8.046,4,0.0,0.0,0.0,8.046,ok,,
CHG2__P4__path_1,CHG2,P4,path_1,1,vg,"9.00,0.00;5.23,0.58;5.05,1.35",,11,4.605,4.605,1,0.0,0.0,0.0,4.605,ok,,
CHG2__P5__path_1,CHG2,P5,path_1,1,vg,"9.00,0.00;7.53,0.73;6.57,2.57;6.43,2.83;6.32,3.82;5.62,4.10",,13,5.762,5.762,4,0.0,0.0,0.0,5.762,ok,,
CHG2__P6__path_1,CHG2,P6,path_1,1,vg,"9.00,0.00;8.62,3.02;8.02,5.52;7.98,5.55",,13,5.665,5.665,2,0.0,0.0,0.0,5.665,ok,,
CHG2__P7__path_1,CHG2,P7,path_1,1,vg,"9.00,0.00;7.53,0.73;7.38,1.00",,5,1.95,1.95,1,0.0,0.0,0.0,1.95,ok,,
CHG2__P8__path_1,CHG2,P8,path_1,1,vg,"9.00,0.00;8.72,2.35",,6,2.367,2.367,0,0.0,0.0,0.0,2.367,ok,,
CHG2__P9__path_1,CHG2,P9,path_1,1,vg,"9.00,0.00;7.53,0.73;6.57,2.57;6.43,2.83;6.20,5.05",,14,6.244,6.244,3,0.0,0.0,0.0,6.244,ok,,
CHG2__SORT1__path_1,CHG2,SORT1,path_1,1,vg,"9.00,0.00;9.72,2.16",,6,2.277,2.277,0,0.0,0.0,0.0,2.277,ok,,
CHG2__SORT2__path_1,CHG2,SORT2,path_1,1,vg,"9.00,0.00;10.36,4.05",,10,4.272,4.272,0,0.0,0.0,0.0,4.272,ok,,
CHG2__OUT1__path_1,CHG2,OUT1,path_1,1,vg,"9.00,0.00;12.00,2.00",,9,3.606,3.606,0,0.0,0.0,0.0,3.606,ok,,
CHG2__OUT2__path_1,CHG2,OUT2,path_1,1,vg,"9.00,0.00;12.00,4.00",,11,5.0,5.0,0,0.0,0.0,0.0,5.0,ok,,
CHG2__CHG1__path_1,CHG2,CHG1,path_1,1,vg,"9.00,0.00;1.00,0.00",,17,8.0,8.0,0,0.0,0.0,0.0,8.0,ok,,
