path_uid,from_node,to_node,path_id,rank_by_total,algorithm,node_sequence,edge_sequence,edge_occupancy_offset,node_occupancy_offset,path_geometry,grid_cell_sequence,trajectory_sample_count,distance,travel_time,turn_count,turn_cost,risk_cost,dynamic_cost,total_cost,planning_status,start_cell,goal_cell
P6__P8__path_1,P6,P8,path_1,1,avg,P6->P8,,,P6@0;P8@3.298,"7.98,5.55;8.02,5.52;8.62,3.02;8.72,2.35",,8,3.298,3.298,2,0.39,0.0,0.0,3.688,ok,,
P6__P9__path_1,P6,P9,path_1,1,avg,P6->P9,,,P6@0;P9@2.138,"7.98,5.55;6.33,5.52;6.20,5.05",,6,2.138,2.138,1,0.641,0.0,0.0,2.779,ok,,
P6__SORT1__path_1,P6,SORT1,path_1,1,avg,P6->SORT1,,,P6@0;SORT1@3.816,"7.98,5.55;8.02,5.52;9.72,2.16",,9,3.816,3.816,1,0.229,0.0,0.0,4.045,ok,,
P6__SORT2__path_1,P6,SORT2,path_1,1,avg,P6->SORT2,,,P6@0;SORT2@2.813,"7.98,5.55;10.36,4.05",,7,2.813,2.813,0,0.0,0.0,0.0,2.813,ok,,
P6__OUT1__path_1,P6,OUT1,path_1,1,avg,P6->OUT1,,,P6@0;OUT1@5.363,"7.98,5.55;8.02,5.52;12.00,2.00",,12,5.363,5.363,1,0.04,0.0,0.0,5.404,ok,,
P6__OUT2__path_1,P6,OUT2,path_1,1,avg,P6->OUT2,,,P6@0;OUT2@4.308,"7.98,5.55;12.00,4.00",,10,4.308,4.308,0,0.0,0.0,0.0,4.308,ok,,
P6__CHG1__path_1,P6,CHG1,path_1,1,avg,P6->CHG1,,,P6@0;CHG1@9.389,"7.98,5.55;6.33,5.52;5.32,4.43;3.23,2.92;1.00,0.00",,20,9.389,9.389,3,0.648,0.0,0.0,10.037,ok,,
P6__CHG2__path_1,P6,CHG2,path_1,1,avg,P6->CHG2,,,P6@0;CHG2@5.665,"7.98,5.55;8.02,5.52;8.62,3.02;9.00,0.00",,13,5.665,5.665,2,0.401,0.0,0.0,6.066,ok,,
P7__IN1__path_1,P7,IN1,path_1,1,avg,P7->IN1,,,P7@0;IN1@7.517,"7.38,1.00;6.57,0.58;4.32,0.53;3.23,0.53;0.00,1.00",,17,7.517,7.517,3,0.311,0.0,0.0,7.828,ok,,
P7__IN2__path_1,P7,IN2,path_1,1,avg,P7->IN2,,,P7@0;IN2@8.787,"7.38,1.00;6.57,2.57;5.03,2.93;0.00,5.00",,19,8.787,8.787,2,0.513,0.0,0.0,9.3,ok,,
P7__P1__path_1,P7,P1,path_1,1,avg,P7->P1,,,P7@0;P1@4.687,"7.38,1.00;6.57,0.58;4.32,0.53;3.23,0.53;3.12,0.95",,11,4.687,4.687,3,0.896,0.0,0.0,5.584,ok,,
P7__P2__path_1,P7,P2,path_1,1,avg,P7->P2,,,P7@0;P2@4.004,"7.38,1.00;6.57,2.57;5.23,2.57;4.36,2.35",,10,4.004,4.004,2,0.671,0.0,0.0,4.675,ok,,
P7__P3__path_1,P7,P3,path_1,1,avg,P7->P3,,,P7@0;P3@6.096,"7.38,1.00;6.57,2.57;5.03,2.93;3.83,4.43;3.72,5.25",,14,6.096,6.096,3,1.036,0.0,0.0,7.133,ok,,
P7__P4__path_1,P7,P4,path_1,1,avg,P7->P4,,,P7@0;P4@3.043,"7.38,1.00;6.57,0.58;5.23,0.58;5.05,1.35",,8,3.043,3.043,2,0.91,0.0,0.0,3.953,ok,,
P7__P5__path_1,P7,P5,path_1,1,avg,P7->P5,,,P7@0;P5@3.812,"7.38,1.00;6.57,2.57;6.43,2.83;6.32,3.82;5.62,4.10",,9,3.812,3.812,3,0.74,0.0,0.0,4.552,ok,,
P7__P6__path_1,P7,P6,path_1,1,avg,P7->P6,,,P7@0;P6@6.406,"7.38,1.00;6.57,2.57;6.43,2.83;6.33,4.33;6.33,5.52;7.98,5.55",,14,6.406,6.406,4,1.032,0.0,0.0,7.438,ok,,
P7__P8__path_1,P7,P8,path_1,1,avg,P7->P8,,,P7@0;P8@3.022,"7.38,1.00;7.53,0.73;8.62,0.73;8.72,2.35",,8,3.022,3.022,2,1.286,0.0,0.0,4.308,ok,,
P7__P9__path_1,P7,P9,path_1,1,avg,P7->P9,,,P7@0;P9@4.294,"7.38,1.00;6.57,2.57;6.43,2.83;6.20,5.05",,10,4.294,4.294,2,0.204,0.0,0.0,4.498,ok,,
P7__SORT1__path_1,P7,SORT1,path_1,1,avg,P7->SORT1,,,P7@0;SORT1@3.203,"7.38,1.00;7.53,0.73;8.62,0.73;9.72,2.16",,8,3.203,3.203,2,0.989,0.0,0.0,4.192,ok,,
P7__SORT2__path_1,P7,SORT2,path_1,1,avg,P7->SORT2,,,P7@0;SORT2@5.147,"7.38,1.00;7.53,0.73;8.62,0.73;10.36,4.05",,12,5.147,5.147,2,1.076,0.0,0.0,6.223,ok,,
P7__OUT1__path_1,P7,OUT1,path_1,1,avg,P7->OUT1,,,P7@0;OUT1@5.01,"7.38,1.00;7.53,0.73;8.62,0.73;12.00,2.00",,12,5.01,5.01,2,0.712,0.0,0.0,5.721,ok,,
P7__OUT2__path_1,P7,OUT2,path_1,1,avg,P7->OUT2,,,P7@0;OUT2@6.102,"7.38,1.00;7.53,0.73;8.62,0.73;12.00,4.00",,14,6.102,6.102,2,0.916,0.0,0.0,7.018,ok,,
P7__CHG1__path_1,P7,CHG1,path_1,1,avg,P7->CHG1,,,P7@0;CHG1@6.513,"7.38,1.00;6.57,0.58;1.00,0.00",,15,6.513,6.513,1,0.187,0.0,0.0,6.7,ok,,
P7__CHG2__path_1,P7,CHG2,path_1,1,avg,P7->CHG2,,,P7@0;CHG2@1.95,"7.38,1.00;7.53,0.73;9.00,0.00",,5,1.95,1.95,1,0.301,0.0,0.0,2.252,ok,,
P8__IN1__path_1,P8,IN1,path_1,1,avg,P8->IN1,,,P8@0;IN1@10.283,"8.72,2.35;8.62,0.73;6.57,0.58;4.32,0.53;3.23,0.53;0.00,1.00",,22,10.283,10.283,4,0.827,0.0,0.0,11.11,ok,,
P8__IN2__path_1,P8,IN2,path_1,1,avg,P8->IN2,,,P8@0;IN2@9.601,"8.72,2.35;8.62,3.02;7.72,3.62;0.00,5.00",,21,9.601,9.601,2,0.623,0.0,0.0,10.224,ok,,
P8__P1__path_1,P8,P1,path_1,1,avg,P8->P1,,,P8@0;P1@7.453,"8.72,2.35;8.62,0.73;6.57,0.58;4.32,0.53;3.23,0.53;3.12,0.95",,16,7.453,7.453,4,1.412,0.0,0.0,8.865,ok,,
P8__P2__path_1,P8,P2,path_1,1,avg,P8->P2,,,P8@0;P2@6.079,"8.72,2.35;8.62,3.02;7.72,3.62;6.32,3.82;5.03,3.82;4.36,2.35",,14,6.079,6.079,4,1.283,0.0,0.0,7.362,ok,,
P8__P3__path_1,P8,P3,path_1,1,avg,P8->P3,,,P8@0;P3@6.56,"8.72,2.35;8.62,3.02;7.72,3.62;3.83,4.43;3.72,5.25",,15,6.56,6.56,3,1.225,0.0,0.0,7.785,ok,,
P8__P4__path_1,P8,P4,path_1,1,avg,P8->P4,,,P8@0;P4@5.809,"8.72,2.35;8.62,0.73;6.57,0.58;5.23,0.58;5.05,1.35",,13,5.809,5.809,3,1.425,0.0,0.0,7.234,ok,,
P8__P5__path_1,P8,P5,path_1,1,avg,P8->P5,,,P8@0;P5@3.913,"8.72,2.35;8.62,3.02;7.72,3.62;5.62,4.10",,9,3.913,3.913,2,0.599,0.0,0.0,4.512,ok,,
P8__P6__path_1,P8,P6,path_1,1,avg,P8->P6,,,P8@0;P6@3.298,"8.72,2.35;8.62,3.02;8.02,5.52;7.98,5.55",,8,3.298,3.298,2,0.39,0.0,0.0,3.688,ok,,
P8__P7__path_1,P8,P7,path_1,1,avg,P8->P7,,,P8@0;P7@3.022,"8.72,2.35;8.62,0.73;7.53,0.73;7.38,1.00",,8,3.022,3.022,2,1.286,0.0,0.0,4.308,ok,,
P8__P9__path_1,P8,P9,path_1,1,avg,P8->P9,,,P8@0;P9@4.052,"8.72,2.35;8.62,3.02;7.72,3.62;6.33,4.33;6.20,5.05",,10,4.052,4.052,3,0.935,0.0,0.0,4.987,ok,,
P8__SORT1__path_1,P8,SORT1,path_1,1,avg,P8->SORT1,,,P8@0;SORT1@1.018,"8.72,2.35;9.72,2.16",,4,1.018,1.018,0,0.0,0.0,0.0,1.018,ok,,
P8__SORT2__path_1,P8,SORT2,path_1,1,avg,P8->SORT2,,,P8@0;SORT2@2.362,"8.72,2.35;10.36,4.05",,6,2.362,2.362,0,0.0,0.0,0.0,2.362,ok,,
P8__OUT1__path_1,P8,OUT1,path_1,1,avg,P8->OUT1,,,P8@0;OUT1@3.299,"8.72,2.35;12.00,2.00",,8,3.299,3.299,0,0.0,0.0,0.0,3.299,ok,,
P8__OUT2__path_1,P8,OUT2,path_1,1,avg,P8->OUT2,,,P8@0;OUT2@3.672,"8.72,2.35;12.00,4.00",,9,3.672,3.672,0,0.0,0.0,0.0,3.672,ok,,
P8__CHG1__path_1,P8,CHG1,path_1,1,avg,P8->CHG1,,,P8@0;CHG1@9.278,"8.72,2.35;8.62,0.73;1.00,0.00",,20,9.278,9.278,1,0.707,0.0,0.0,9.985,ok,,
P8__CHG2__path_1,P8,CHG2,path_1,1,avg,P8->CHG2,,,P8@0;CHG2@2.367,"8.72,2.35;9.00,0.00",,6,2.367,2.367,0,0.0,0.0,0.0,2.367,ok,,
P9__IN1__path_1,P9,IN1,path_1,1,avg,P9->IN1,,,P9@0;IN1@7.406,"6.20,5.05;5.32,4.43;0.00,1.00",,16,7.406,7.406,1,0.021,0.0,0.0,7.427,ok,,
P9__IN2__path_1,P9,IN2,path_1,1,avg,P9->IN2,,,P9@0;IN2@6.439,"6.20,5.05;5.32,4.43;3.83,4.43;0.00,5.00",,14,6.439,6.439,2,0.381,0.0,0.0,6.819,ok,,
P9__P1__path_1,P9,P1,path_1,1,avg,P9->P1,,,P9@0;P1@5.628,"6.20,5.05;3.23,2.92;3.12,0.95",,13,5.628,5.628,1,0.446,0.0,0.0,6.074,ok,,
P9__P2__path_1,P9,P2,path_1,1,avg,P9->P2,,,P9@0;P2@3.313,"6.20,5.05;5.03,3.82;4.36,2.35",,8,3.313,3.313,1,0.166,0.0,0.0,3.479,ok,,
P9__P3__path_1,P9,P3,path_1,1,avg,P9->P3,,,P9@0;P3@3.394,"6.20,5.05;5.32,4.43;3.83,4.43;3.72,5.25",,8,3.394,3.394,2,1.026,0.0,0.0,4.419,ok,,
P9__P4__path_1,P9,P4,path_1,1,avg,P9->P4,,,P9@0;P4@4.168,"6.20,5.05;5.03,3.82;5.03,2.93;5.05,1.35",,10,4.168,4.168,2,0.387,0.0,0.0,4.554,ok,,
P9__P5__path_1,P9,P5,path_1,1,avg,P9->P5,,,P9@0;P5@1.113,"6.20,5.05;5.62,4.10",,4,1.113,1.113,0,0.0,0.0,0.0,1.113,ok,,
P9__P6__path_1,P9,P6,path_1,1,avg,P9->P6,,,P9@0;P6@2.138,"6.20,5.05;6.33,5.52;7.98,5.55",,6,2.138,2.138,1,0.641,0.0,0.0,2.779,ok,,
P9__P7__path_1,P9,P7,path_1,1,avg,P9->P7,,,P9@0;P7@4.294,"6.20,5.05;6.43,2.83;6.57,2.57;7.38,1.00",,10,4.294,4.294,2,0.204,0.0,0.0,4.498,ok,,
P9__P8__path_1,P9,P8,path_1,1,avg,P9->P8,,,P9@0;P8@4.052,"6.20,5.05;6.33,4.33;7.72,3.62;8.62,3.02;8.72,2.35",,10,4.052,4.052,3,0.935,0.0,0.0,4.987,ok,,
P9__SORT1__path_1,P9,SORT1,path_1,1,avg,P9->SORT1,,,P9@0;SORT1@4.77,"6.20,5.05;6.33,4.33;7.72,3.62;8.62,3.02;9.72,2.16",,11,4.77,4.77,3,0.556,0.0,0.0,5.326,ok,,
P9__SORT2__path_1,P9,SORT2,path_1,1,avg,P9->SORT2,,,P9@0;SORT2@4.771,"6.20,5.05;6.33,4.33;10.36,4.05",,11,4.771,4.771,1,0.661,0.0,0.0,5.433,ok,,
P9__OUT1__path_1,P9,OUT1,path_1,1,avg,P9->OUT1,,,P9@0;OUT1@6.862,"6.20,5.05;6.33,4.33;12.00,2.00",,15,6.862,6.862,1,0.501,0.0,0.0,7.363,ok,,
P9__OUT2__path_1,P9,OUT2,path_1,1,avg,P9->OUT2,,,P9@0;OUT2@6.411,"6.20,5.05;6.33,4.33;12.00,4.00",,14,6.411,6.411,1,0.667,0.0,0.0,7.078,ok,,
P9__CHG1__path_1,P9,CHG1,path_1,1,avg,P9->CHG1,,,P9@0;CHG1@7.329,"6.20,5.05;3.23,2.92;1.00,0.00",,16,7.329,7.329,1,0.148,0.0,0.0,7.477,ok,,
P9__CHG2__path_1,P9,CHG2,path_1,1,avg,P9->CHG2,,,P9@0;CHG2@6.244,"6.20,5.05;6.43,2.83;6.57,2.57;7.53,0.73;9.00,0.00",,14,6.244,6.244,3,0.516,0.0,0.0,6.76,ok,,
SORT1__IN1__path_1,SORT1,IN1,path_1,1,avg,SORT1->IN1,,,SORT1@0;IN1@10.464,"9.72,2.16;8.62,0.73;6.57,0.58;4.32,0.53;3.23,0.53;0.00,1.00",,22,10.464,10.464,4,0.53,0.0,0.0,10.994,ok,,
SORT1__IN2__path_1,SORT1,IN2,path_1,1,avg,SORT1->IN2,,,SORT1@0;IN2@10.32,"9.72,2.16;8.62,3.02;7.72,3.62;0.00,5.00",,22,10.32,10.32,2,0.243,0.0,0.0,10.564,ok,,
SORT1__P1__path_1,SORT1,P1,path_1,1,avg,SORT1->P1,,,SORT1@0;P1@7.634,"9.72,2.16;8.62,0.73;6.57,0.58;4.32,0.53;3.23,0.53;3.12,0.95",,17,7.634,7.634,4,1.115,0.0,0.0,8.749,ok,,
SORT1__P2__path_1,SORT1,P2,path_1,1,avg,SORT1->P2,,,SORT1@0;P2@6.798,"9.72,2.16;8.62,3.02;7.72,3.62;6.32,3.82;5.03,3.82;4.36,2.35",,15,6.798,6.798,4,0.903,0.0,0.0,7.701,ok,,
SORT1__P3__path_1,SORT1,P3,path_1,1,avg,SORT1->P3,,,SORT1@0;P3@7.279,"9.72,2.16;8.62,3.02;7.72,3.62;3.83,4.43;3.72,5.25",,16,7.279,7.279,3,0.845,0.0,0.0,8.124,ok,,
SORT1__P4__path_1,SORT1,P4,path_1,1,avg,SORT1->P4,,,SORT1@0;P4@5.99,"9.72,2.16;8.62,0.73;6.57,0.58;5.23,0.58;5.05,1.35",,13,5.99,5.99,3,1.128,0.0,0.0,7.119,ok,,
SORT1__P5__path_1,SORT1,P5,path_1,1,avg,SORT1->P5,,,SORT1@0;P5@4.632,"9.72,2.16;8.62,3.02;7.72,3.62;5.62,4.10",,11,4.632,4.632,2,0.219,0.0,0.0,4.852,ok,,
SORT1__P6__path_1,SORT1,P6,path_1,1,avg,SORT1->P6,,,SORT1@0;P6@3.816,"9.72,2.16;8.02,5.52;7.98,5.55",,9,3.816,3.816,1,0.229,0.0,0.0,4.045,ok,,
SORT1__P7__path_1,SORT1,P7,path_1,1,avg,SORT1->P7,,,SORT1@0;P7@3.203,"9.72,2.16;8.62,0.73;7.53,0.73;7.38,1.00",,8,3.203,3.203,2,0.989,0.0,0.0,4.192,ok,,
SORT1__P8__path_1,SORT1,P8,path_1,1,avg,SORT1->P8,,,SORT1@0;P8@1.018,"9.72,2.16;8.72,2.35",,4,1.018,1.018,0,0.0,0.0,0.0,1.018,ok,,
SORT1__P9__path_1,SORT1,P9,path_1,1,avg,SORT1->P9,,,SORT1@0;P9@4.77,"9.72,2.16;8.62,3.02;7.72,3.62;6.33,4.33;6.20,5.05",,11,4.77,4.77,3,0.556,0.0,0.0,5.326,ok,,
SORT1__SORT2__path_1,SORT1,SORT2,path_1,1,avg,SORT1->SORT2,,,SORT1@0;SORT2@1.995,"9.72,2.16;10.36,4.05",,5,1.995,1.995,0,0.0,0.0,0.0,1.995,ok,,
SORT1__OUT1__path_1,SORT1,OUT1,path_1,1,avg,SORT1->OUT1,,,SORT1@0;OUT1@2.286,"9.72,2.16;12.00,2.00",,6,2.286,2.286,0,0.0,0.0,0.0,2.286,ok,,
SORT1__OUT2__path_1,SORT1,OUT2,path_1,1,avg,SORT1->OUT2,,,SORT1@0;OUT2@2.93,"9.72,2.16;12.00,4.00",,7,2.93,2.93,0,0.0,0.0,0.0,2.93,ok,,
SORT1__CHG1__path_1,SORT1,CHG1,path_1,1,avg,SORT1->CHG1,,,SORT1@0;CHG1@9.459,"9.72,2.16;8.62,0.73;1.00,0.00",,20,9.459,9.459,1,0.41,0.0,0.0,9.869,ok,,
SORT1__CHG2__path_1,SORT1,CHG2,path_1,1,avg,SORT1->CHG2,,,SORT1@0;CHG2@2.277,"9.72,2.16;9.00,0.00",,6,2.277,2.277,0,0.0,0.0,0.0,2.277,ok,,
SORT2__IN1__path_1,SORT2,IN1,path_1,1,avg,SORT2->IN1,,,SORT2@0;IN1@11.105,"10.36,4.05;5.03,3.82;3.23,2.92;0.00,1.00",,24,11.105,11.105,2,0.247,0.0,0.0,11.352,ok,,
SORT2__IN2__path_1,SORT2,IN2,path_1,1,avg,SORT2->IN2,,,SORT2@0;IN2@10.413,"10.36,4.05;3.83,4.43;0.00,5.00",,22,10.413,10.413,1,0.045,0.0,0.0,10.458,ok,,
SORT2__P1__path_1,SORT2,P1,path_1,1,avg,SORT2->P1,,,SORT2@0;P1@9.32,"10.36,4.05;5.03,3.82;3.23,2.92;3.12,0.95",,20,9.32,9.32,2,0.736,0.0,0.0,10.056,ok,,
SORT2__P2__path_1,SORT2,P2,path_1,1,avg,SORT2->P2,,,SORT2@0;P2@6.95,"10.36,4.05;5.03,3.82;4.36,2.35",,15,6.95,6.95,1,0.55,0.0,0.0,7.5,ok,,
SORT2__P3__path_1,SORT2,P3,path_1,1,avg,SORT2->P3,,,SORT2@0;P3@7.368,"10.36,4.05;3.83,4.43;3.72,5.25",,16,7.368,7.368,1,0.69,0.0,0.0,8.058,ok,,
SORT2__P4__path_1,SORT2,P4,path_1,1,avg,SORT2->P4,,,SORT2@0;P4@7.805,"10.36,4.05;5.03,3.82;5.03,2.93;5.05,1.35",,17,7.805,7.805,2,0.77,0.0,0.0,8.575,ok,,
SORT2__P5__path_1,SORT2,P5,path_1,1,avg,SORT2->P5,,,SORT2@0;P5@4.74,"10.36,4.05;5.62,4.10",,11,4.74,4.74,0,0.0,0.0,0.0,4.74,ok,,
SORT2__P6__path_1,SORT2,P6,path_1,1,avg,SORT2->P6,,,SORT2@0;P6@2.813,"10.36,4.05;7.98,5.55",,7,2.813,2.813,0,0.0,0.0,0.0,2.813,ok,,
SORT2__P7__path_1,SORT2,P7,path_1,1,avg,SORT2->P7,,,SORT2@0;P7@5.147,"10.36,4.05;8.62,0.73;7.53,0.73;7.38,1.00",,12,5.147,5.147,2,1.076,0.0,0.0,6.223,ok,,
SORT2__P8__path_1,SORT2,P8,path_1,1,avg,SORT2->P8,,,SORT2@0;P8@2.362,"10.36,4.05;8.72,2.35",,6,2.362,2.362,0,0.0,0.0,0.0,2.362,ok,,
SORT2__P9__path_1,SORT2,P9,path_1,1,avg,SORT2->P9,,,SORT2@0;P9@4.771,"10.36,4.05;6.33,4.33;6.20,5.05",,11,4.771,4.771,1,0.661,0.0,0.0,5.433,ok,,
SORT2__SORT1__path_1,SORT2,SORT1,path_1,1,avg,SORT2->SORT1,,,SORT2@0;SORT1@1.995,"10.36,4.05;9.72,2.16",,5,1.995,1.995,0,0.0,0.0,0.0,1.995,ok,,
SORT2__OUT1__path_1,SORT2,OUT1,path_1,1,avg,SORT2->OUT1,,,SORT2@0;OUT1@2.625,"10.36,4.05;12.00,2.00",,7,2.625,2.625,0,0.0,0.0,0.0,2.625,ok,,
SORT2__OUT2__path_1,SORT2,OUT2,path_1,1,avg,SORT2->OUT2,,,SORT2@0;OUT2@1.641,"10.36,4.05;12.00,4.00",,5,1.641,1.641,0,0.0,0.0,0.0,1.641,ok,,
SORT2__CHG1__path_1,SORT2,CHG1,path_1,1,avg,SORT2->CHG1,,,SORT2@0;CHG1@11.022,"10.36,4.05;5.03,3.82;3.23,2.92;1.00,0.00",,24,11.022,11.022,2,0.438,0.0,0.0,11.459,ok,,
SORT2__CHG2__path_1,SORT2,CHG2,path_1,1,avg,SORT2->CHG2,,,SORT2@0;CHG2@4.272,"10.36,4.05;9.00,0.00",,10,4.272,4.272,0,0.0,0.0,0.0,4.272,ok,,
OUT1__IN1__path_1,OUT1,IN1,path_1,1,avg,OUT1->IN1,,,OUT1@0;IN1@12.271,"12.00,2.00;8.62,0.73;6.57,0.58;4.32,0.53;3.23,0.53;0.00,1.00",,26,12.271,12.271,4,0.252,0.0,0.0,12.523,ok,,
OUT1__IN2__path_1,OUT1,IN2,path_1,1,avg,OUT1->IN2,,,OUT1@0;IN2@12.419,"12.00,2.00;7.72,3.62;0.00,5.00",,26,12.419,12.419,1,0.092,0.0,0.0,12.511,ok,,
OUT1__P1__path_1,OUT1,P1,path_1,1,avg,OUT1->P1,,,OUT1@0;P1@9.441,"12.00,2.00;8.62,0.73;6.57,0.58;4.32,0.53;3.23,0.53;3.12,0.95",,20,9.441,9.441,4,0.837,0.0,0.0,10.278,ok,,
OUT1__P2__path_1,OUT1,P2,path_1,1,avg,OUT1->P2,,,OUT1@0;P2@8.896,"12.00,2.00;7.72,3.62;6.32,3.82;5.03,3.82;4.36,2.35",,19,8.896,8.896,3,0.752,0.0,0.0,9.649,ok,,
OUT1__P3__path_1,OUT1,P3,path_1,1,avg,OUT1->P3,,,OUT1@0;P3@9.377,"12.00,2.00;7.72,3.62;3.83,4.43;3.72,5.25",,20,9.377,9.377,2,0.694,0.0,0.0,10.071,ok,,
OUT1__P4__path_1,OUT1,P4,path_1,1,avg,OUT1->P4,,,OUT1@0;P4@7.797,"12.00,2.00;8.62,0.73;6.57,0.58;5.23,0.58;5.05,1.35",,17,7.797,7.797,3,0.85,0.0,0.0,8.647,ok,,
OUT1__P5__path_1,OUT1,P5,path_1,1,avg,OUT1->P5,,,OUT1@0;P5@6.73,"12.00,2.00;7.72,3.62;5.62,4.10",,15,6.73,6.73,1,0.069,0.0,0.0,6.799,ok,,
OUT1__P6__path_1,OUT1,P6,path_1,1,avg,OUT1->P6,,,OUT1@0;P6@5.363,"12.00,2.00;8.02,5.52;7.98,5.55",,12,5.363,5.363,1,0.04,0.0,0.0,5.404,ok,,
OUT1__P7__path_1,OUT1,P7,path_1,1,avg,OUT1->P7,,,OUT1@0;P7@5.01,"12.00,2.00;8.62,0.73;7.53,0.73;7.38,1.00",,12,5.01,5.01,2,0.712,0.0,0.0,5.721,ok,,
OUT1__P8__path_1,OUT1,P8,path_1,1,avg,OUT1->P8,,,OUT1@0;P8@3.299,"12.00,2.00;8.72,2.35",,8,3.299,3.299,0,0.0,0.0,0.0,3.299,ok,,
OUT1__P9__path_1,OUT1,P9,path_1,1,avg,OUT1->P9,,,OUT1@0;P9@6.862,"12.00,2.00;6.33,4.33;6.20,5.05",,15,6.862,6.862,1,0.501,0.0,0.0,7.363,ok,,
OUT1__SORT1__path_1,OUT1,SORT1,path_1,1,avg,OUT1->SORT1,,,OUT1@0;SORT1@2.286,"12.00,2.00;9.72,2.16",,6,2.286,2.286,0,0.0,0.0,0.0,2.286,ok,,
OUT1__SORT2__path_1,OUT1,SORT2,path_1,1,avg,OUT1->SORT2,,,OUT1@0;SORT2@2.625,"12.00,2.00;10.36,4.05",,7,2.625,2.625,0,0.0,0.0,0.0,2.625,ok,,
OUT1__OUT2__path_1,OUT1,OUT2,path_1,1,avg,OUT1->OUT2,,,OUT1@0;OUT2@2,"12.00,2.00;12.00,4.00",,5,2.0,2.0,0,0.0,0.0,0.0,2.0,ok,,
OUT1__CHG1__path_1,OUT1,CHG1,path_1,1,avg,OUT1->CHG1,,,OUT1@0;CHG1@11.266,"12.00,2.00;8.62,0.73;1.00,0.00",,24,11.266,11.266,1,0.132,0.0,0.0,11.398,ok,,
OUT1__CHG2__path_1,OUT1,CHG2,path_1,1,avg,OUT1->CHG2,,,OUT1@0;CHG2@3.606,"12.00,2.00;9.00,0.00",,9,3.606,3.606,0,0.0,0.0,0.0,3.606,ok,,
OUT2__IN1__path_1,OUT2,IN1,path_1,1,avg,OUT2->IN1,,,OUT2@0;IN1@12.742,"12.00,4.00;5.03,3.82;3.23,2.92;0.00,1.00",,27,12.742,12.742,2,0.255,0.0,0.0,12.998,ok,,
OUT2__IN2__path_1,OUT2,IN2,path_1,1,avg,OUT2->IN2,,,OUT2@0;IN2@12.053,"12.00,4.00;3.83,4.43;0.00,5.00",,26,12.053,12.053,1,0.048,0.0,0.0,12.101,ok,,
OUT2__P1__path_1,OUT2,P1,path_1,1,avg,OUT2->P1,,,OUT2@0;P1@10.533,"12.00,4.00;8.62,0.73;6.57,0.58;4.32,0.53;3.23,0.53;3.12,0.95",,23,10.533,10.533,4,1.042,0.0,0.0,11.575,ok,,
OUT2__P2__path_1,OUT2,P2,path_1,1,avg,OUT2->P2,,,OUT2@0;P2@8.588,"12.00,4.00;5.03,3.82;4.36,2.35",,19,8.588,8.588,1,0.559,0.0,0.0,9.146,ok,,
OUT2__P3__path_1,OUT2,P3,path_1,1,avg,OUT2->P3,,,OUT2@0;P3@9.009,"12.00,4.00;3.83,4.43;3.72,5.25",,20,9.009,9.009,1,0.692,0.0,0.0,9.701,ok,,
OUT2__P4__path_1,OUT2,P4,path_1,1,avg,OUT2->P4,,,OUT2@0;P4@8.889,"12.00,4.00;8.62,0.73;6.57,0.58;5.23,0.58;5.05,1.35",,19,8.889,8.889,3,1.055,0.0,0.0,9.944,ok,,
OUT2__P5__path_1,OUT2,P5,path_1,1,avg,OUT2->P5,,,OUT2@0;P5@6.381,"12.00,4.00;5.62,4.10",,14,6.381,6.381,0,0.0,0.0,0.0,6.381,ok,,
OUT2__P6__path_1,OUT2,P6,path_1,1,avg,OUT2->P6,,,OUT2@0;P6@4.308,"12.00,4.00;7.98,5.55",,10,4.308,4.308,0,0.0,0.0,0.0,4.308,ok,,
OUT2__P7__path_1,OUT2,P7,path_1,1,avg,OUT2->P7,,,OUT2@0;P7@6.102,"12.00,4.00;8.62,0.73;7.53,0.73;7.38,1.00",,14,6.102,6.102,2,0.916,0.0,0.0,7.018,ok,,
OUT2__P8__path_1,OUT2,P8,path_1,1,avg,OUT2->P8,,,OUT2@0;P8@3.672,"12.00,4.00;8.72,2.35",,9,3.672,3.672,0,0.0,0.0,0.0,3.672,ok,,
OUT2__P9__path_1,OUT2,P9,path_1,1,avg,OUT2->P9,,,OUT2@0;P9@6.411,"12.00,4.00;6.33,4.33;6.20,5.05",,14,6.411,6.411,1,0.667,0.0,0.0,7.078,ok,,
OUT2__SORT1__path_1,OUT2,SORT1,path_1,1,avg,OUT2->SORT1,,,OUT2@0;SORT1@2.93,"12.00,4.00;9.72,2.16",,7,2.93,2.93,0,0.0,0.0,0.0,2.93,ok,,
OUT2__SORT2__path_1,OUT2,SORT2,path_1,1,avg,OUT2->SORT2,,,OUT2@0;SORT2@1.641,"12.00,4.00;10.36,4.05",,5,1.641,1.641,0,0.0,0.0,0.0,1.641,ok,,
OUT2__OUT1__path_1,OUT2,OUT1,path_1,1,avg,OUT2->OUT1,,,OUT2@0;OUT1@2,"12.00,4.00;12.00,2.00",,5,2.0,2.0,0,0.0,0.0,0.0,2.0,ok,,
OUT2__CHG1__path_1,OUT2,CHG1,path_1,1,avg,OUT2->CHG1,,,OUT2@0;CHG1@12.358,"12.00,4.00;8.62,0.73;1.00,0.00",,26,12.358,12.358,1,0.337,0.0,0.0,12.694,ok,,
